Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2025-05-23 13:30:00,196.50999450683594,196.74000549316406,193.4600067138672,193.6649932861328,10903521
2025-05-23 13:35:00,196.64500427246094,197.0998992919922,196.41000366210938,196.49000549316406,2961695
2025-05-23 13:40:00,196.0,197.02999877929688,195.85000610351562,196.64999389648438,2405259
2025-05-23 13:45:00,195.67999267578125,196.00999450683594,195.39999389648438,195.97999572753906,1755879
2025-05-23 13:50:00,195.52000427246094,196.55999755859375,195.32000732421875,195.66000366210938,1723706
2025-05-23 13:55:00,196.3699951171875,196.80999755859375,195.47000122070312,195.5157012939453,1125410
2025-05-23 14:00:00,196.17019653320312,196.50999450683594,195.98500061035156,196.33999633789062,1187191
2025-05-23 14:05:00,196.60980224609375,196.88999938964844,196.02040100097656,196.1999969482422,1737480
2025-05-23 14:10:00,196.92999267578125,197.3699951171875,196.44000244140625,196.63150024414062,1239279
2025-05-23 14:15:00,196.94000244140625,197.16000366210938,196.77000427246094,196.9199981689453,834509
2025-05-23 14:20:00,197.2371063232422,197.27999877929688,196.49000549316406,196.94000244140625,1014527
2025-05-23 14:25:00,197.1699981689453,197.6999969482422,197.0,197.25,1082033
2025-05-23 14:30:00,196.61000061035156,197.3699951171875,196.5048065185547,197.14999389648438,976610
2025-05-23 14:35:00,196.6300048828125,196.8927001953125,196.3000030517578,196.63999938964844,811396
2025-05-23 14:40:00,196.19000244140625,196.75999450683594,196.1448974609375,196.60000610351562,874102
2025-05-23 14:45:00,196.4499969482422,196.63999938964844,196.14500427246094,196.20480346679688,600072
2025-05-23 14:50:00,195.7899932861328,196.4600067138672,195.77000427246094,196.4499969482422,795599
2025-05-23 14:55:00,195.9300994873047,195.9499969482422,195.69000244140625,195.7899932861328,590826
2025-05-23 15:00:00,196.13999938964844,196.35000610351562,195.9199981689453,195.94000244140625,573454
2025-05-23 15:05:00,196.13999938964844,196.19650268554688,195.86000061035156,196.13999938964844,497237
2025-05-23 15:10:00,195.97000122070312,196.5,195.97000122070312,196.1300048828125,497554
2025-05-23 15:15:00,196.1457061767578,196.30999755859375,195.91000366210938,196.06500244140625,676991
2025-05-23 15:20:00,196.44000244140625,196.4499969482422,196.11000061035156,196.13499450683594,443876
2025-05-23 15:25:00,196.5850067138672,196.60879516601562,196.2899932861328,196.44000244140625,451849
2025-05-23 15:30:00,196.77000427246094,196.83999633789062,196.5399932861328,196.58999633789062,490708
2025-05-23 15:35:00,196.60000610351562,197.1199951171875,196.5500030517578,196.75999450683594,724528
2025-05-23 15:40:00,196.72509765625,196.83999633789062,196.46099853515625,196.61000061035156,1182720
2025-05-23 15:45:00,196.47500610351562,196.7449951171875,196.36000061035156,196.7100067138672,377556
2025-05-23 15:50:00,196.17999267578125,196.48500061035156,195.9801025390625,196.47999572753906,546318
2025-05-23 15:55:00,196.20010375976562,196.30999755859375,196.11500549316406,196.19000244140625,336462
2025-05-23 16:00:00,195.91000366210938,196.6699981689453,195.91000366210938,196.19000244140625,598954
2025-05-23 16:05:00,196.0050048828125,196.2899932861328,195.8000030517578,195.89999389648438,795185
2025-05-23 16:10:00,195.93409729003906,196.08999633789062,195.71499633789062,196.0,291481
2025-05-23 16:15:00,195.8249969482422,196.02000427246094,195.75999450683594,195.9199981689453,355513
2025-05-23 16:20:00,196.00999450683594,196.0399932861328,195.81500244140625,195.8300018310547,473203
2025-05-23 16:25:00,196.05020141601562,196.2949981689453,195.99000549316406,196.0,520457
2025-05-23 16:30:00,195.77499389648438,196.056396484375,195.63499450683594,196.05079650878906,507423
