Price,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA
Datetime,,,,,
2025-05-23 13:30:00,335.7900085449219,337.6050109863281,333.2099914550781,337.5150146484375,11278550
2025-05-23 13:35:00,337.44000244140625,338.6499938964844,335.3999938964844,335.7799987792969,2942312
2025-05-23 13:40:00,337.6921081542969,338.1719970703125,336.2900085449219,337.3999938964844,1951429
2025-05-23 13:45:00,336.29779052734375,337.8599853515625,335.6099853515625,337.2200012207031,1693915
2025-05-23 13:50:00,335.8500061035156,337.45001220703125,334.8559875488281,336.3299865722656,2293628
2025-05-23 13:55:00,336.7699890136719,336.8800048828125,335.610107421875,335.79998779296875,1184429
2025-05-23 14:00:00,336.95001220703125,337.7489013671875,335.7001037597656,336.8699951171875,1553532
2025-05-23 14:05:00,335.8900146484375,337.1199951171875,335.7699890136719,337.0,1031981
2025-05-23 14:10:00,336.69268798828125,337.3500061035156,335.4599914550781,335.9200134277344,1367685
2025-05-23 14:15:00,335.9700012207031,337.54998779296875,335.8999938964844,336.6000061035156,1199298
2025-05-23 14:20:00,336.2236022949219,336.2699890136719,334.6200866699219,335.989990234375,1557007
2025-05-23 14:25:00,335.6499938964844,337.07000732421875,335.3299865722656,336.16119384765625,1346406
2025-05-23 14:30:00,336.9599914550781,337.28271484375,335.5299987792969,335.6499938964844,1155155
2025-05-23 14:35:00,337.239990234375,337.6499938964844,336.7200012207031,337.010009765625,965837
2025-05-23 14:40:00,337.31500244140625,337.98199462890625,336.3299865722656,337.2300109863281,1271784
2025-05-23 14:45:00,338.3299865722656,338.8500061035156,337.1600036621094,337.30999755859375,1369054
2025-05-23 14:50:00,338.0050048828125,338.6391906738281,337.6000061035156,338.3299865722656,988355
2025-05-23 14:55:00,336.8900146484375,338.2699890136719,336.7900085449219,338.0050048828125,1005498
2025-05-23 15:00:00,336.94000244140625,337.55999755859375,336.6300048828125,336.92999267578125,811183
2025-05-23 15:05:00,336.2106018066406,337.0199890136719,335.6400146484375,336.94000244140625,1059747
2025-05-23 15:10:00,335.739990234375,336.5299987792969,335.58489990234375,336.30999755859375,638228
2025-05-23 15:15:00,336.25,336.4649963378906,335.1600036621094,335.739990234375,1054827
2025-05-23 15:20:00,336.489990234375,336.760009765625,336.05999755859375,336.2900085449219,635343
2025-05-23 15:25:00,337.2900085449219,337.3399963378906,336.29998779296875,336.5,747730
2025-05-23 15:30:00,337.20001220703125,337.3999938964844,337.0,337.2300109863281,581986
2025-05-23 15:35:00,336.92010498046875,337.7200012207031,336.8301086425781,337.2200012207031,1014423
2025-05-23 15:40:00,337.7650146484375,337.8599853515625,336.6300048828125,336.94500732421875,657249
2025-05-23 15:45:00,337.5450134277344,337.9700012207031,337.19000244140625,337.7699890136719,567988
2025-05-23 15:50:00,337.5350036621094,337.6896057128906,336.760009765625,337.5747985839844,493976
2025-05-23 15:55:00,337.2550048828125,337.9800109863281,337.2200012207031,337.55999755859375,495399
2025-05-23 16:00:00,336.8778076171875,338.3599853515625,336.70001220703125,337.2799987792969,892927
2025-05-23 16:05:00,337.0799865722656,337.5,336.27069091796875,336.8999938964844,988490
2025-05-23 16:10:00,337.9200134277344,338.05999755859375,337.05999755859375,337.114990234375,646338
2025-05-23 16:15:00,338.1650085449219,338.5,337.57000732421875,337.9200134277344,728885
2025-05-23 16:20:00,339.94000244140625,340.6400146484375,338.135009765625,338.135009765625,1715152
2025-05-23 16:25:00,339.17999267578125,340.04998779296875,339.04998779296875,339.94000244140625,767110
2025-05-23 16:30:00,338.59100341796875,339.2200012207031,338.3118896484375,339.20001220703125,780227
2025-05-23 16:35:00,339.20001220703125,339.2699890136719,338.614990234375,338.6499938964844,619658
2025-05-23 16:40:00,339.3702087402344,339.5,338.94000244140625,339.2095947265625,461390
2025-05-23 16:45:00,339.7099914550781,339.9700012207031,339.3301086425781,339.3900146484375,971422
2025-05-23 16:50:00,340.0315856933594,340.17999267578125,339.35009765625,339.6499938964844,636717
2025-05-23 16:55:00,339.92999267578125,340.3399963378906,339.54998779296875,340.02288818359375,647386
2025-05-23 17:00:00,340.0899963378906,340.1600036621094,339.3999938964844,339.92559814453125,594727
2025-05-23 17:05:00,341.0799865722656,341.1000061035156,339.8299865722656,340.07000732421875,855142
2025-05-23 17:10:00,341.1400146484375,341.8900146484375,340.7633972167969,341.06500244140625,1192447
2025-05-23 17:15:00,341.7200012207031,342.0,340.9200134277344,341.05999755859375,907051
2025-05-23 17:20:00,342.2200012207031,342.5,341.2900085449219,341.67999267578125,818406
2025-05-23 17:25:00,343.03948974609375,343.17999267578125,341.989990234375,342.20001220703125,867772
2025-05-23 17:30:00,342.06500244140625,343.08990478515625,341.93011474609375,343.0299987792969,899304
2025-05-23 17:35:00,342.4100036621094,342.79998779296875,341.95001220703125,342.05999755859375,725752
2025-05-23 17:40:00,341.8432922363281,342.4399108886719,341.227294921875,342.3800048828125,837242
2025-05-23 17:45:00,341.8800048828125,342.0899963378906,341.3999938964844,341.8800048828125,573064
2025-05-23 17:50:00,342.5199890136719,342.5299987792969,341.6300048828125,341.8500061035156,687017
2025-05-23 17:55:00,342.2099914550781,342.5400085449219,341.67999267578125,342.4800109863281,569443
2025-05-23 18:00:00,342.0658874511719,342.6400146484375,341.9200134277344,342.1700134277344,521101
2025-05-23 18:05:00,342.0,342.4700012207031,341.7333068847656,342.0799865722656,409292
2025-05-23 18:10:00,341.4798889160156,342.0299987792969,341.05999755859375,342.0299987792969,544677
2025-05-23 18:15:00,340.6199951171875,341.89990234375,340.44500732421875,341.45001220703125,776356
2025-05-23 18:20:00,340.6400146484375,340.70001220703125,339.3371887207031,340.6199035644531,1156656
2025-05-23 18:25:00,340.5199890136719,341.1138916015625,340.0,340.6499938964844,729319
2025-05-23 18:30:00,341.25,341.3900146484375,340.3855895996094,340.4649963378906,605308
2025-05-23 18:35:00,340.9800109863281,341.69000244140625,340.8399963378906,341.2250061035156,527692
2025-05-23 18:40:00,341.4599914550781,341.56329345703125,340.8218994140625,341.010009765625,440264
2025-05-23 18:45:00,341.3699951171875,341.5799865722656,340.6200866699219,341.510009765625,482218
2025-05-23 18:50:00,341.22900390625,341.4599914550781,340.9200134277344,341.3699951171875,319234
2025-05-23 18:55:00,341.0299987792969,341.3900146484375,340.8500061035156,341.2318115234375,373023
2025-05-23 19:00:00,340.0249938964844,341.03839111328125,339.78009033203125,341.0101013183594,725646
2025-05-23 19:05:00,340.9700012207031,341.2496032714844,339.79998779296875,340.0022888183594,688629
2025-05-23 19:10:00,341.5799865722656,341.7699890136719,340.9158935546875,341.0,638753
2025-05-23 19:15:00,340.9501037597656,341.71539306640625,340.84149169921875,341.5694885253906,588148
2025-05-23 19:20:00,340.4761962890625,341.0799865722656,340.1455078125,340.95001220703125,666863
2025-05-23 19:25:00,340.3550109863281,340.5899963378906,339.6335144042969,340.42999267578125,684095
2025-05-23 19:30:00,340.8900146484375,340.94000244140625,340.0199890136719,340.30999755859375,589570
2025-05-23 19:35:00,340.739990234375,341.0400085449219,340.25,340.95001220703125,629330
2025-05-23 19:40:00,340.7699890136719,341.2900085449219,340.5199890136719,340.7699890136719,748802
2025-05-23 19:45:00,340.3699951171875,341.0199890136719,339.9700012207031,340.760009765625,773939
2025-05-23 19:50:00,339.81500244140625,340.4599914550781,339.3500061035156,340.2799987792969,1161462
2025-05-23 19:55:00,339.3900146484375,340.0400085449219,339.0199890136719,339.7900085449219,2152754
