Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Datetime,,,,,
2025-05-23 13:30:00,507.6310119628906,507.989990234375,505.6000061035156,506.17999267578125,7385826
2025-05-23 13:35:00,507.8900146484375,508.7149963378906,507.5,507.6600036621094,1542497
2025-05-23 13:40:00,507.57000732421875,508.2799987792969,506.7799987792969,507.8299865722656,1106938
2025-05-23 13:45:00,506.5,507.6600036621094,506.0799865722656,507.6400146484375,1185407
2025-05-23 13:50:00,506.79998779296875,507.6099853515625,506.2099914550781,506.4800109863281,1235470
2025-05-23 13:55:00,507.1600036621094,507.43499755859375,506.5799865722656,506.79998779296875,697388
2025-05-23 14:00:00,508.0992126464844,508.30999755859375,506.989990234375,507.1700134277344,1230993
2025-05-23 14:05:00,508.07989501953125,508.55999755859375,507.7900085449219,508.1099853515625,800272
2025-05-23 14:10:00,509.1101989746094,509.6700134277344,507.7749938964844,508.07000732421875,813351
2025-05-23 14:15:00,508.2650146484375,509.3999938964844,508.239990234375,509.0799865722656,545636
2025-05-23 14:20:00,509.1600036621094,509.20989990234375,507.7200927734375,508.25,586881
2025-05-23 14:25:00,508.42999267578125,509.55999755859375,508.1600036621094,509.17498779296875,686280
2025-05-23 14:30:00,509.25,509.3399963378906,508.239990234375,508.4700012207031,1012405
2025-05-23 14:35:00,509.0899963378906,509.42999267578125,508.81201171875,509.29998779296875,503790
2025-05-23 14:40:00,508.9949951171875,509.5199890136719,508.55999755859375,509.08160400390625,523654
2025-05-23 14:45:00,509.0400085449219,509.5,508.64129638671875,508.9800109863281,509020
2025-05-23 14:50:00,508.0,509.1700134277344,507.9700012207031,509.05999755859375,652048
2025-05-23 14:55:00,507.6600036621094,508.2099914550781,507.614990234375,508.0299987792969,606773
2025-05-23 15:00:00,508.17999267578125,508.6449890136719,507.625,507.6700134277344,718129
2025-05-23 15:05:00,508.0199890136719,508.25,507.29998779296875,508.2200012207031,607387
2025-05-23 15:10:00,507.5199890136719,508.32000732421875,507.4949951171875,508.0299987792969,473034
2025-05-23 15:15:00,508.0799865722656,508.4200134277344,507.05999755859375,507.5899963378906,645275
2025-05-23 15:20:00,508.80999755859375,508.9200134277344,507.9999084472656,508.05999755859375,430920
2025-05-23 15:25:00,508.8800048828125,508.9700012207031,508.57000732421875,508.79998779296875,323520
2025-05-23 15:30:00,509.4798889160156,509.4880065917969,508.7300109863281,508.8399963378906,421370
2025-05-23 15:35:00,509.1351013183594,510.0249938964844,509.0400085449219,509.42999267578125,734717
2025-05-23 15:40:00,509.4700012207031,509.65899658203125,509.04998779296875,509.1698913574219,375284
2025-05-23 15:45:00,509.32000732421875,509.57000732421875,508.9800109863281,509.4599914550781,336379
2025-05-23 15:50:00,508.7200012207031,509.3599853515625,508.3699951171875,509.32000732421875,430771
