Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Datetime,,,,,
2025-05-23 13:30:00,168.97500610351562,169.77999877929688,168.67059326171875,169.11000061035156,3391087
2025-05-23 13:35:00,168.85000610351562,169.63999938964844,168.52000427246094,168.9550018310547,1305991
2025-05-23 13:40:00,169.00999450683594,169.3300018310547,168.60009765625,168.80999755859375,1018980
2025-05-23 13:45:00,168.10000610351562,169.07000732421875,168.0,169.02000427246094,973701
2025-05-23 13:50:00,168.27999877929688,168.6999969482422,167.88999938964844,168.1199951171875,827188
2025-05-23 13:55:00,168.52999877929688,168.6199951171875,168.00999450683594,168.2729949951172,547920
2025-05-23 14:00:00,169.00999450683594,169.17999267578125,168.4499969482422,168.5399932861328,621890
2025-05-23 14:05:00,168.92999267578125,169.1999969482422,168.85000610351562,169.02499389648438,557038
2025-05-23 14:10:00,169.41900634765625,169.5399932861328,168.75999450683594,168.92999267578125,577368
2025-05-23 14:15:00,169.0749969482422,169.5,169.07000732421875,169.38999938964844,403175
2025-05-23 14:20:00,169.32000732421875,169.3300018310547,168.90829467773438,169.0800018310547,481345
2025-05-23 14:25:00,168.9550018310547,169.3699951171875,168.82000732421875,169.32000732421875,338458
2025-05-23 14:30:00,169.42999267578125,169.48500061035156,168.8699951171875,168.9600067138672,367529
2025-05-23 14:35:00,169.75,169.86520385742188,169.3699951171875,169.42999267578125,432155
2025-05-23 14:40:00,169.63499450683594,169.85000610351562,169.4499969482422,169.7550048828125,347570
2025-05-23 14:45:00,169.3800048828125,169.67999267578125,169.25999450683594,169.63999938964844,270201
2025-05-23 14:50:00,169.0417938232422,169.4199981689453,168.98500061035156,169.3800048828125,340646
2025-05-23 14:55:00,168.9600067138672,169.25999450683594,168.9499969482422,169.0500030517578,328376
2025-05-23 15:00:00,169.1300048828125,169.24000549316406,168.89999389648438,168.97000122070312,323049
2025-05-23 15:05:00,169.00999450683594,169.14999389648438,168.7548065185547,169.125,304824
2025-05-23 15:10:00,169.11000061035156,169.22999572753906,168.97999572753906,169.0399932861328,238818
2025-05-23 15:15:00,169.24000549316406,169.3249969482422,168.90179443359375,169.16009521484375,286118
2025-05-23 15:20:00,169.3000030517578,169.46690368652344,169.16000366210938,169.19500732421875,215545
2025-05-23 15:25:00,169.25039672851562,169.49000549316406,169.22999572753906,169.3000030517578,229432
2025-05-23 15:30:00,169.43499755859375,169.55470275878906,169.23500061035156,169.25999450683594,285316
2025-05-23 15:35:00,169.35000610351562,169.5500030517578,169.22999572753906,169.4199981689453,306511
2025-05-23 15:40:00,169.44000244140625,169.5449981689453,169.27999877929688,169.33999633789062,198909
